Name,Homeworld,Residence,Species,Gender,Episode I,Episode II,Episode III,Episode IV,Episode V,Episode VI,First Trilogy,Second Trilogy
Shar Shar,Ord Cestus,Cestians,Zeetsa,Female,0,0,0,0,0,0,0,0
Sharack Breev,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Sharad Hett,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Shari,Unknown,Batuu residents,Human,Female,0,0,0,0,0,0,0,0
Sharina Fizark,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Sharlson family,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Sharockk,Unknown,Lianns,Unknown,Female,0,0,0,0,0,0,0,0
Shas Vadde,Fondor,Fondorians,Fondorian,Male,0,0,0,0,0,0,0,0
Shasa Zaro,Naboo,Naboo,Human,Female,0,0,0,0,0,0,0,0
Shasheva Astopone,Unknown,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Shay Jelavan,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Shayl Tasao,Unknown,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Shayla Paige-Tarkin,Eriadu,Eriaduans,Human,Female,0,0,0,0,0,0,0,0
Shayne Gerrare,Unknown,Cularin residents,Cerean,Male,0,0,0,0,0,0,0,0
Sheeka Tull,Atrivis 7,Cestians,Human,Female,0,0,0,0,0,0,0,0
Sheekla Farrs,Zonama Sekot,Sekotans,Ferroan,Female,0,0,0,0,0,0,0,0
Sheel Mafeen,Unknown,Coruscanti,Togruta,Female,0,0,0,0,0,0,0,0
Sheelya,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Shel Jelavan,Taris,Tarisians,Human,Female,0,0,0,0,0,0,0,0
Shelbin Dang,Coruscant,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Shell (Alderaanian),Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Shelov,Unknown,Abregado-rae,Herglic,Male,0,0,0,0,0,0,0,0
Sheltay Retrac,Alderaan,Alderaanians,Human,Female,0,0,1,0,0,0,1,0
Sheltay Retrac's husband,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Shen-and-Gretta Pikeual-Angeles,Lorrd,Lorrdians,Lorrdian,Male,0,0,0,0,0,0,0,0
Shen Matale,Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Shep Contopault,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Sherk,Unknown,Genarius residents,Human,Male,0,0,0,0,0,0,0,0
Sherro,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Shi Bata,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Shi Bata's wife,Unknown,Corellians,Unknown,Female,0,0,0,0,0,0,0,0
Shiin,Unknown,Tatooinians,Unknown,Female,0,0,0,0,0,0,0,0
Shimkif,Unknown,Celwis residents,Agbui,Female,0,0,0,0,0,0,0,0
Shirene,Unknown,Akivans,Unknown,Female,0,0,0,0,0,0,0,0
Shiri'ani,Ryloth,Tatooinians,Twi'lek,Female,0,0,0,0,0,0,0,0
Shirka,Ralltiir,Ralltiiri,Human,Male,0,0,0,0,0,0,0,0
Shirlee Faughn,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Shmi Skywalker Lars,Tatooine,Tatooinians,Human,Female,1,1,1,0,0,0,1,0
Shoan Kilian,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Shobbo Durron,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Shogar Tok,Brentaal IV,Brentaalans,Human,Male,0,0,0,0,0,0,0,0
Shoja Ko,Unknown,Bespinites,Human,Male,0,0,0,0,0,0,0,0
Sholh Dorr,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Shoran,Unknown,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Showolter,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Shrandhnrignh,Cularin,Cularin residents,Wookiee,Female,0,0,0,0,0,0,0,0
Shreen,Corellia,Corellians,Unknown,Female,0,0,0,0,0,0,0,0
Shrem,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Shri-Lan,Shikaakwa,Shikaakwa residents,Devaronian,Female,0,0,0,0,0,0,0,0
Shug Ninx,Nar Shaddaa,Nar Shaddaa residents,Human,Male,0,0,0,0,0,0,0,0
Shulf'aa,Unknown,Coruscanti,Vernol,Male,0,0,0,0,0,0,0,0
Shyla Merricope,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Shynne,Prakith,Prakith residents,Human,Female,0,0,0,0,0,0,0,0
Sia Norrin,Corellia,Corellians,Twi'lek,Female,0,0,0,0,0,0,0,0
Sianna Sekko,Empress Teta,Tetans,Human,Female,0,0,0,0,0,0,0,0
Sidewa,Unknown,Coruscanti,Rodian,Male,0,1,0,0,0,0,1,0
Sidirri,Unknown,Bogden residents,Human,Female,0,0,0,0,0,0,0,0
Sidrona Diath,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Siena Pavan,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Sienn'rha,Ryloth,Ryloth residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Sigel Dare,Unknown,Bastion residents,Human,Female,0,0,0,0,0,0,0,0
Sigus family,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Sil Onda'tek,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Sila Kott,Toprawa,Toprawans,Human,Female,0,0,0,0,0,1,0,1
Silas (CorSec),Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Sileen,Unknown,Mistryl,Unknown,Unknown,0,0,0,0,0,0,0,0
Silman,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Silya Darklighter,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Simero Quonit,Exegol,Exegol residents,Human,Unknown,0,0,0,0,0,0,0,0
Simms,Unknown,Chalactans,Chalactan,Female,0,0,0,0,0,0,0,0
Sinasu,Unknown,Nar Shaddaa residents,Hutt,Male,0,0,0,0,0,0,0,0
Sinis,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Sinsor Khal,Hapes,Hapans,Hapan,Male,0,0,0,0,0,0,0,0
Sio Bibble,Naboo,Naboo,Human,Male,1,1,1,0,0,0,1,0
Siolle Tinta,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Sirad Far,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Sirona Okeefe,Brentaal IV,Brentaalans,Human,Female,0,0,0,0,0,0,0,0
Sirrakuk,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Sirrik Olyeg,Champala,Lamaredd residents,Chagrian,Female,0,0,0,0,0,0,0,0
Sival Brentioch,Brentaal IV,Brentaalans,Human,Male,0,0,0,0,0,0,0,0
Sivv,Unknown,Outbound Flight residents,Unknown,Male,0,0,0,0,0,0,0,0
Skaak Tippers (slicer),Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Skall Delos,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Skela,Unknown,Hapans,Human,Unknown,0,0,0,0,0,0,0,0
Skelly,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Skere Kaan,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Skerrick Das,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Skiffer,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Skivvers,Unknown,Mantellians,Ho'Din,Male,0,0,0,0,0,0,0,0
Skoloc Celchu,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Skorg Jameson,Sulon,Sulonese,Human,Male,0,0,0,0,0,0,0,0
Skot OnSon,Ord Cestus,Cestians,Human,Male,0,0,0,0,0,0,0,0
Skott Yun,Unknown,Tythans,Human,Male,0,0,0,0,0,0,0,0
Slaff,Tatooine,Tatooinians,Gamorrean,Unknown,0,0,0,0,0,0,0,0
Slag Flats,Unknown,Tatooinians,Ithorian,Female,0,0,0,0,0,0,0,0
Sli Genchu,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Slice (Tarasin),Unknown,Cularin residents,Tarasin,Male,0,0,0,0,0,0,0,0
Slillek,Unknown,Cularin residents,Tarasin,Male,0,0,0,0,0,0,0,0
Sloan Rusper,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Slooni Jong,Talus,Talusians,Human,Male,0,0,0,0,0,0,0,0
Slugga,Endor,Endorians,Gorph,Female,0,0,0,0,0,0,0,0
Slyther Bushforb,Sump,Coruscanti,Nuknog,Male,0,1,0,0,0,0,1,0
Smalyun,Aargau,Aargau residents,Human,Male,0,0,0,0,0,0,0,0
Snaplaunce,Unknown,Nam Chorios residents,Ithorian,Male,0,0,0,0,0,0,0,0
Sne Wo,Coruscant,Coruscanti,Human,Female,0,1,0,0,0,0,1,0
Snipp Nkik,Tatooine,Tatooinians,Jawa,Male,0,0,0,0,0,1,0,1
Snoke Loroan,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Snoova,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Soames,Jabiim,Jabiimi,Human,Female,0,0,0,0,0,0,0,0
Socorran,Unknown,Socorrans,Unknown,Unknown,0,0,0,0,0,0,0,0
Soergg Vosadii Bezhin,Ansion,Ansion residents,Hutt,Male,0,0,0,0,0,0,0,0
Soka Linu,Telos IV,Telosians,Human,Female,0,0,0,0,0,0,0,0
Sol'aa,Unknown,Dantooinians,Twi'lek,Male,0,0,0,0,0,0,0,0
Sol Windtide,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Sola Hus,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Solence,Unknown,Korriban residents,Human,Male,0,0,0,0,0,0,0,0
Solha,Serenno,Serennian,Human,Male,0,0,0,0,0,0,0,0
Solha's brother,Serenno,Serennian,Human,Male,0,0,0,0,0,0,0,0
Solha's sister,Serenno,Serennian,Human,Female,0,0,0,0,0,0,0,0
Solimon Dambrizi,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Sollaw ap-Orwien,Unknown,Lorrdians,Lorrdian,Male,0,0,0,0,0,0,0,0
Soly Kantt,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Sona Ziemba,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Sone,Denon,Denon residents,Clawdite,Female,0,0,0,0,0,0,0,0
Sonie,Melida,Melida/Daan residents,Human,Female,0,0,0,0,0,0,0,0
Sont Toipo,Tatooine,Tatooinians,Aqualish,Male,0,0,0,0,0,0,0,0
Soolami,Tatooine,Tatooinians,Twi'lek,Female,0,0,0,0,0,0,0,0
Soontir Fel's father,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Soontir Fel's mother,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Sorgoth,Nar Shaddaa,Nar Shaddaa residents,Evocii,Male,0,0,0,0,0,0,0,0
Sorin Schaff,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Sorna,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Soronna,Unknown,Coruscanti,Twi'lek,Female,0,0,0,0,0,0,0,0
Sorran,Agamar,Agamari,Human,Male,0,0,0,0,0,0,0,0
Sorschi,Unknown,Tatooinians,Unknown,Female,0,0,0,0,0,0,0,0
Sosio Kakra,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Sossk,Cularin,Cularin residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Sparky (Human),Artorias,Artorias residents,Human,Male,0,0,0,0,0,0,0,0
Speng,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Spennie,Coruscant,Coruscanti,Unknown,Female,0,0,0,0,0,0,0,0
Spero,Coruscant,Coruscanti,Ho'Din,Male,0,0,0,0,0,0,0,0
Spice Blades,Unknown,Sevari,Unknown,Unknown,0,0,0,0,0,0,0,0
Spiker,Unknown,Tatooinians,Chiss,Male,0,0,0,0,0,0,0,0
Spindrall,Unknown,Korriban residents,Human,Male,0,0,0,0,0,0,0,0
Spiz,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Splitter Of Stones,Nirauan,Nirauan residents,Qom Jha and Qom Qae,Male,0,0,0,0,0,0,0,0
Spob Rydel,Corellia,Corellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Spraug,Unknown,Nar Shaddaa residents,Vratix,Male,0,0,0,0,0,0,0,0
Sprig Cheever,Unknown,Druckenwell residents,Human,Male,0,0,0,0,0,0,0,0
Spudwee,Ryloth,Ryloth residents,Twi'lek,Unknown,0,0,0,0,0,0,0,0
Spurch Goa,Unknown,Nar Shaddaa residents,Diollan,Male,0,0,0,0,0,0,0,0
Squeak,Unknown,Tatooinians,Tintinna,Male,0,0,0,0,0,0,0,0
Squik (Twi'lek),Nar Shaddaa,Nar Shaddaa residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Squik (Underwater Dweller),Endor,Endorians,Underwater dweller,Unknown,0,0,0,0,0,0,0,0
Srimaur,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Ssk Kahorr,Unknown,Tetans,Cha'a,Male,0,0,0,0,0,0,0,0
Staarn,Unknown,Elrood sector residents,Bothan,Male,0,0,0,0,0,0,0,0
Stagorr,Endor,Endorians,Ice Demon,Male,0,0,0,0,0,0,0,0
Staive Pedsten,Unknown,Corellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Stam Groundling,Polyneus,Polyneans,Human,Male,0,0,0,0,0,0,0,0
Stanley,Unknown,Cularin Belt residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Stanton Rendar,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Star-Hoppers of Aduba-3,Unknown,Adubans,Unknown,Unknown,0,0,0,0,0,0,0,0
Starstriker,Unknown,Dalnans,Unknown,Unknown,0,0,0,0,0,0,0,0
Stassian,Unknown,Stassians,Unknown,Unknown,0,0,0,0,0,0,0,0
Stavin Metara,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Stax Mullawny,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Steef,Unknown,Lianns,Gamorrean,Male,0,0,0,0,0,0,0,0
Steela Gerrera,Onderon,Onderonians,Human,Female,0,0,0,0,0,0,0,0
Steen Morwinn,Naboo,Naboo,Unknown,Male,0,0,0,0,0,0,0,0
Stephannis Koss,Bonadan,Bonadanians,Human,Male,0,0,0,0,0,0,0,0
Stephax Dain,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Stoghin Learz,Kuat,Kuati,Human,Male,0,0,0,0,0,0,0,0
Stonroy Soma,Alderaan,Alderaanians,Human,Male,1,0,0,0,0,0,1,0
Stranger,Endor,Endorians,Wizard of the Night Spirit,Male,0,0,0,0,0,0,0,0
Streaks,Coruscant,Coruscanti,Unknown,Female,0,0,0,0,0,0,0,0
Streen,Bespin,Bespinites,Human,Male,0,0,0,0,0,0,0,0
Strephan I'att,Druckenwell,Druckenwell residents,Human,Male,0,0,0,0,0,0,0,0
Strilath Farles,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Strok,Unknown,Exegol residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Strono Tuggs,Takodana,Batuu residents,Artiodac,Male,0,0,0,0,0,0,0,0
Stusjevsky,Unknown,Belsavians,Chadra-Fan,Male,0,0,0,0,0,0,0,0
Subject 1138,Kamino,Kamino residents,Human,Male,0,0,0,0,0,0,0,0
Subject 478-98,Kashyyyk,Kashyyyk residents,Wookiee,Unknown,0,0,0,0,0,0,0,0
Subject 6391-A,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Sufi,Lanteeb,Lanteebans,Human,Female,0,0,0,0,0,0,0,0
Sukarian,Unknown,M'haeli residents,Unknown,Male,0,0,0,0,0,0,0,0
Sul Prine,Unknown,Talusians,Human,Male,0,0,0,0,0,0,0,0
Sula Autem,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Sulen Belos,Unknown,Corellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Sullio,Onderon,Onderonians,Human,Female,0,0,0,0,0,0,0,0
Sumari,Tython,Tythans,Twi'lek,Female,0,0,0,0,0,0,0,0
Sumda Tend,Alderaan,Alderaanians,Human,Unknown,0,0,0,0,0,0,0,0
Sumok,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Sunchoo,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Sundar,Unknown,Sundars,Unknown,Unknown,0,0,0,0,0,0,0,0
Sunnar Jan-lo,Agamar,Agamari,Unknown,Female,0,0,0,0,0,0,0,0
Sunry,Manaan,Manaan residents,Human,Male,0,0,0,0,0,0,0,0
Surna,Unknown,Toprawans,Human,Female,0,0,0,0,0,0,0,0
Surracca,Unknown,Cularin residents,Wookiee,Male,0,0,0,0,0,0,0,0
Survivors (Outbound Flight),Unknown,Outbound Flight residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Suudaa Nem'ro,Nal Hutta,Nal Hutta residents,Hutt,Male,0,0,0,0,0,0,0,0
Suulru,Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Suyin,Unknown,Nar Shaddaa residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Suzu,Herdessa,Herdessans,Human,Female,0,0,0,0,0,0,0,0
Swang,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Swilla Corey,Tatooine,Tatooinians,Human,Female,0,0,0,1,0,0,0,1
Swollen Cheek,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Syal Antilles,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Syal Antilles Fel,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Sybegh Abya,Sedesia,Sedesians,Human,Male,0,0,0,0,0,0,0,0
Syla Tors,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Sylo family,Unknown,Dantooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Sylvai,Unknown,Batuu residents,Human,Male,0,0,0,0,0,0,0,0
Synara San,Mirial,Vanqor residents,Mirialan,Female,0,0,0,0,0,0,0,0
Syndil Na'Marr,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Syrin,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Syun Nagguth,Unknown,Genarius residents,Sullustan,Male,0,0,0,0,0,0,0,0
Szingo,Sanyassa IV,Endorians,Sanyassan,Male,0,0,0,0,0,0,0,0
T1-LB,Rendili,Tarisians,Unknown,Masculine programming,0,0,0,0,0,0,0,0
T3-M4,Taris,Tarisians,Unknown,Masculine,0,0,0,0,0,0,0,0
TD-D9,Unknown,Mustafar residents,Unknown,Masculine,0,0,0,0,0,0,0,0
TK-32028,Carida,Carida residents,Human,Unknown,0,0,0,0,0,0,0,0
TK-462,Eriadu,Eriaduans,Human,Male,0,0,0,0,0,0,0,0
TK-462's father,Eriadu,Eriaduans,Human,Male,0,0,0,0,0,0,0,0
TK-462's mother,Eriadu,Eriaduans,Human,Female,0,0,0,0,0,0,0,0
TR-01L,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
TT-32-GE3,Nar Shaddaa,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
Ta'Mara,Unknown,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Ta'Shal,Cularin,Cularin residents,Tarasin,Unknown,0,0,0,0,0,0,0,0
Ta'a Chume,Hapes,Hapans,Hapan,Female,0,0,0,0,0,0,0,0
Ta-mara Greenley,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Taarna,Unknown,Talusians,Human,Male,0,0,0,0,0,0,0,0
Tabba Teldar,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Tabbers,Unknown,Nar Shaddaa residents,Unknown,Male,0,0,0,0,0,0,0,0
Tace,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Taepalae,Unknown,Dantooinians,Human,Female,0,0,0,0,0,0,0,0
Tag Rogaren,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Taggor Bren,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Tagta,Nal Hutta,Nal Hutta residents,Hutt,Male,0,0,0,0,0,0,0,0
Tahiri Veila,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Tai-Lin Garr,Gatalenta,Gatalentans,Unknown,Male,0,0,0,0,0,0,0,0
Taieb,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Tailor (Krath),Empress Teta,Tetans,Unknown,Unknown,0,0,0,0,0,0,0,0
Tait Ransom,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Tak,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Taka Jamoreesa,Alderaan,Alderaanians,Human,Non-binary,0,0,0,0,0,0,0,0
Takook,Unknown,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Tal (nurse),Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Tal Feint,Unknown,Nar Shaddaa residents,Muun,Male,0,0,0,0,0,0,0,0
Tal Hesz,Jabiim,Jabiimi,Human,Male,0,0,0,0,0,0,0,0
Tal Veridian,Unknown,Bespinites,Unknown,Female,0,0,0,0,0,0,0,0
Tala'oree,Kashyyyk,Kashyyyk residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Talan Joben,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Talia (Onderon),Onderon,Onderonians,Human,Female,0,0,0,0,0,0,0,0
Talie Heathe,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Tallie,Taris,Tarisians,Human,Unknown,0,0,0,0,0,0,0,0
Tallo (Star-Wake),Unknown,Ruusanians,Human,Male,0,0,0,0,0,0,0,0
Talpron,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Talte,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Talvee Chawin,Unknown,Coruscanti,Iktotchi,Male,0,0,0,0,0,0,0,0
Tam Uliss,Corellia,Ansion residents,Human,Male,0,0,0,0,0,0,0,0
Tamara Ryvora,Kuat,Kuati,Human,Female,0,0,0,0,0,0,0,0
Tambles,Unknown,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Tamor,Telos IV,Telosians,Human,Male,0,0,0,0,0,0,0,0
Tamora Spice,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Tan Divo,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Tan Kirin,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Tanda (Hutt),Nal Hutta,Nal Hutta residents,Hutt,Male,0,0,0,0,0,0,0,0
Tanda Marelle,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Tandin,Onderon,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Tanis Mothma,Chandrila,Chandrilans,Human,Female,0,0,0,0,0,0,0,0
Tanis Venn,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Tank,Unknown,Tatooinians,Unknown,Unknown,0,0,0,1,0,0,0,1
Tann,Toprawa,Toprawans,Human,Male,0,0,0,0,0,0,0,0
Tannan,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Tanne Kinalos,Coruscant,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Tannis (Jedi),Coruscant,Coruscanti,Omwati,Female,0,0,0,0,0,0,0,0
Tannon Praji,Coruscant,Coruscanti,Human,Male,0,0,1,0,0,0,1,0
Tannon Praji's brother,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Tannon Praji's mother,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Tanoa Vills,Unknown,Naboo,Human,Female,0,0,0,0,0,0,0,0
Tanora,Cularin,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Tantive IV first officer,Unknown,Alderaanians,Unknown,Male,0,0,0,0,0,0,0,0
Tanto,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Tantor (Senior),Garos IV,Garosians,Human,Male,0,0,0,0,0,0,0,0
Tanya Helios,Unknown,Atterrans,Unknown,Female,0,0,0,0,0,0,0,0
Tar Lup,Unknown,Tatooinians,Shistavanen,Male,0,0,0,0,0,0,0,0
Tara (Human),Unknown,Cularin residents,Human,Female,0,0,0,0,0,0,0,0
Taradon,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Taraja Cuttsmay,Savareen,Savarians,Human,Female,0,0,0,0,0,0,0,0
Tarfful,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,1,0,0,0,1,0
Tarkazza,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Tarkin family,Unknown,Eriaduans,Human,Unknown,0,0,0,0,0,0,0,0
Tarkov,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Tarl (Ord Cestus),Ord Cestus,Cestians,Human,Male,0,0,0,0,0,0,0,0
Tarn (Khoonda),Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Tarnik,Unknown,Lanteebans,Unknown,Male,0,0,0,0,0,0,0,0
Tarrik (servant),Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Tarro Blood,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Tartuta,Unknown,Coruscanti,Dug,Male,0,0,0,0,0,0,0,0
Taru Durn,Nam Chorios,Nam Chorios residents,Theran,Male,0,0,0,0,0,0,0,0
Tas Kee,Sriluur,Coruscanti,Weequay,Female,0,1,0,0,0,0,1,0
Tasander Dest,Unknown,Hapans,Hapan,Male,0,0,0,0,0,0,0,0
Tasander Dest's father,Unknown,Hapans,Hapan,Male,0,0,0,0,0,0,0,0
Taselda,Unknown,Nam Chorios residents,Human,Female,0,0,0,0,0,0,0,0
Tash Metonae,Alderaan,Alderaanians,Unknown,Female,0,0,0,0,0,0,0,0
Tash Scrambas,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Tasha Ryo,Shikaakwa,Shikaakwa residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Tashna Sylo,Dantooine,Dantooinians,Human,Unknown,0,0,0,0,0,0,0,0
Tassaa Bareesh,Nal Hutta,Nal Hutta residents,Hutt,Female,0,0,0,0,0,0,0,0
Tattyra Firewell,Corulag,Corulag residents,Human,Female,0,0,0,0,0,0,0,0
Taun,Melida,Melida/Daan residents,Human,Male,0,0,0,0,0,0,0,0
Tave,Tython,Tythans,Noghri,Male,0,0,0,0,0,0,0,0
Taxer Sundown,Unknown,Mantellians,Human,Male,0,0,0,0,0,0,0,0
Taym Dren-garen,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,1,0,1
Tayvor Mandirly,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Tchaw Fenn,Bothawui,Genarius residents,Bothan,Male,0,0,0,0,0,0,0,0
Teaching Guide,Unknown,Keganites,Unknown,Unknown,0,0,0,0,0,0,0,0
Tebbi,Unknown,Tatooinians,Lepi,Female,0,0,0,0,0,0,0,0
